947 11327
395 3 19905
797 861 20232
686 433 4685
118 413 25518
58 857 31754
112 834 23232
112 179 27864
249 728 30611
641 566 13934
332 68 22502
578 6 21408
452 228 14526
20 517 23908
55 566 10407
803 259 8871
512 829 27438
471 771 23321
286 822 32679
108 391 3187
401 773 29090
330 25 14050
105 557 25501
822 214 2208
775 401 13520
779 51 483
499 464 18733
57 150 27048
42 613 26338
492 706 2304
472 307 24325
638 768 9713
168 457 24369
645 810 30724
699 752 26682
894 864 8215
192 13 2629
610 588 23055
326 674 16612
826 842 31354
791 582 10763
224 745 9029
897 275 26871
485 788 16907
565 386 25176
112 692 12211
515 64 12644
53 366 31826
366 945 19870
48 242 25476
561 684 26479
330 936 25795
719 138 5612
98 485 22629
333 886 6739
109 153 25922
892 166 20011
535 48 17461
562 102 22291
278 663 5620
917 606 1942
764 37 1265
298 498 30370
345 219 20551
203 386 24442
388 202 32222
896 167 23094
270 17 8515
646 637 303
788 252 12791
106 356 12777
850 533 13558
647 833 27038
390 335 18
428 224 9311
674 208 25298
472 90 9574
171 317 18303
595 430 19293
730 783 10505
687 580 4394
637 563 22724
328 165 3126
945 399 22456
173 130 1206
632 716 19832
909 643 15918
420 480 25729
36 913 30126
769 816 6274
82 67 26746
356 432 23850
522 526 12566
307 105 1100
852 123 16882
480 613 117
166 536 3109
947 692 7496
438 119 17916
202 122 6465
917 537 2255
145 530 25193
127 849 11767
383 385 14803
50 385 11418
158 888 7578
149 465 18969
95 189 22113
673 208 14548
477 705 26169
763 214 28498
551 705 8108
852 111 5359
68 522 9255
371 188 25308
208 483 26887
483 692 20121
861 155 27061
30 51 3891
364 107 21141
5 403 8414
452 74 945
761 550 25300
90 881 7023
144 531 22908
138 773 6318
136 184 4922
928 195 24855
545 881 14470
700 640 25491
523 873 21
67 598 30748
206 606 9787
877 859 21862
328 927 13004
287 30 18958
711 142 23336
922 424 10841
168 620 17087
720 195 21075
693 358 8564
201 740 27127
49 945 25084
617 301 18899
466 890 8442
831 660 14287
537 881 3693
298 794 21961
944 222 3173
734 613 8068
912 920 15060
23 39 16821
410 336 27075
372 641 8514
85 498 25172
165 80 22024
370 617 3165
695 402 7872
3 413 31098
935 550 31716
698 416 8167
32 434 15771
450 47 24203
211 619 13165
877 543 29411
254 325 20888
391 941 23067
105 121 1022
10 173 5191
137 348 6291
126 904 11767
106 123 25556
153 861 27487
317 132 9557
675 389 16249
866 356 1068
729 289 23465
629 722 227
812 265 5509
759 472 32241
803 743 18580
193 211 238
596 399 14371
677 594 24066
599 102 22906
198 117 27707
276 942 26909
575 58 31942
341 668 19934
470 542 26703
326 19 8927
430 424 27885
190 737 24038
443 428 7262
164 83 31114
736 623 24609
338 748 12077
819 428 241
244 732 12768
10 51 10934
381 712 26620
789 106 1415
846 344 28152
305 166 32083
528 153 26811
562 940 17659
452 39 14937
36 139 24941
786 408 2730
337 914 14236
507 39 20231
325 484 11868
18 587 9111
138 422 20892
526 640 3567
447 93 5742
141 63 29678
301 70 30673
357 458 796
137 186 12873
513 174 17408
557 122 30887
736 109 29211
819 905 9862
556 658 15505
184 471 17769
866 113 7339
733 826 16266
599 163 18088
935 464 26544
510 289 11944
678 82 8102
810 142 32402
481 632 28459
834 63 31545
376 145 23410
899 644 1591
602 195 21392
632 216 12025
404 718 20918
760 11 24466
554 815 1893
888 764 575
653 726 1294
361 794 27303
639 26 19103
248 883 16143
549 308 13100
14 628 27394
420 251 10536
892 239 3088
637 819 1960
791 882 23070
524 883 7595
73 32 21819
686 821 10659
874 442 16638
628 61 4779
694 619 14804
342 751 29237
137 400 2760
290 460 31759
193 271 27305
705 646 19477
900 367 32159
723 751 26603
914 121 29834
783 679 10377
684 165 30144
752 105 4751
178 864 13064
945 647 13712
221 159 16096
54 29 18901
564 598 26481
494 435 16718
366 330 10180
450 255 11174
482 425 12299
860 23 30391
561 40 11296
539 240 3021
458 860 23439
91 865 24447
933 712 20660
31 530 3328
532 770 21735
531 257 22336
760 275 3493
349 384 14636
140 837 9004
570 910 23532
510 752 25368
794 526 9472
910 752 14810
147 284 26485
764 770 29717
149 184 27324
208 432 5461
909 118 16059
104 829 17305
399 155 2106
341 921 24480
432 657 25014
809 497 28668
606 481 27708
784 315 6491
772 524 2275
385 567 2182
746 480 16119
584 248 766
649 471 23539
521 176 22859
910 728 12768
505 86 16979
621 109 19890
283 196 18766
130 648 14260
832 57 27876
262 747 17850
237 472 26832
754 55 9611
423 132 27962
222 609 7442
794 68 4764
712 142 31526
128 84 29926
293 280 12460
313 190 30036
577 806 22648
355 95 31226
221 516 17260
939 342 1401
791 492 30737
817 702 11079
477 157 3514
305 475 31958
93 177 4944
110 785 6835
618 82 10981
27 533 32054
260 773 9869
294 257 13273
634 11 32639
946 796 31541
439 233 29622
663 382 16359
729 109 5505
334 800 14474
192 832 30147
104 634 27519
79 910 7385
165 922 17733
320 422 3931
801 870 27277
42 90 29491
534 795 15690
44 321 24258
19 112 11884
752 775 16135
267 72 18688
72 728 26889
134 723 12848
768 591 18883
276 736 8009
758 494 21323
339 328 6979
814 582 25985
299 259 10830
329 197 30263
448 434 15474
339 855 29914
527 543 16342
354 649 13225
740 360 26592
270 854 14759
504 606 21931
290 724 27791
608 26 909
625 617 25709
693 203 30879
161 934 683
707 875 10883
17 809 9399
584 726 25310
649 203 3721
402 460 19265
868 419 946
777 267 15734
465 798 1470
477 363 28519
940 463 25865
112 480 22819
53 880 19810
1 65 6307
545 399 18946
92 331 27231
533 595 29903
536 763 24283
762 926 13017
436 96 5289
115 202 5274
688 860 15259
598 33 14940
310 334 20757
932 869 3537
845 494 11968
439 549 18376
820 28 31764
887 418 9590
692 39 10341
228 333 29410
558 104 5764
297 144 14396
664 301 25614
261 554 30296
281 918 1530
609 51 640
325 883 8466
828 224 19544
507 521 24654
715 695 14474
859 485 25677
431 654 20849
402 474 3687
508 719 27397
889 500 12038
174 124 2474
633 826 21065
758 706 29627
167 175 22302
617 753 25568
208 310 31835
806 341 26260
203 221 27770
755 820 5988
420 787 23549
734 461 17104
596 290 22450
772 602 30677
927 581 14153
647 390 24708
653 14 7674
233 663 23354
580 131 22056
868 239 22098
309 763 30287
361 206 28259
330 257 27801
214 287 21356
788 23 7142
3 357 4992
152 198 28732
732 487 10698
602 153 2513
918 672 9986
16 514 9508
126 343 1194
757 908 3058
249 585 18097
665 575 28126
512 140 1864
158 114 20772
407 121 30478
368 684 10940
7 552 20447
586 125 27304
407 787 17130
834 603 13415
288 258 6879
925 497 25805
562 438 12615
486 202 15780
595 364 623
370 829 25826
322 42 11630
944 805 10341
18 108 5669
354 466 30816
333 603 15696
588 45 8590
754 186 7293
70 339 25963
70 215 30179
75 210 28705
903 712 22250
194 265 5369
80 467 17601
3 559 21448
881 458 25385
25 117 26427
737 750 2039
414 15 27311
244 928 11782
526 76 20186
627 514 23844
566 206 30769
838 123 9659
172 106 6117
18 172 25131
529 518 26780
481 226 3435
863 178 775
877 510 23469
261 38 16822
746 86 21474
646 912 20222
923 506 16948
70 291 894
770 730 28215
927 313 9716
295 523 10559
161 798 3430
403 863 23396
841 340 12730
150 36 25949
341 470 13898
570 606 16770
707 615 22309
642 5 30862
505 884 11509
515 400 20223
352 221 17597
234 468 5664
793 171 24563
439 685 22561
400 421 9893
501 597 14540
197 328 30878
369 287 27834
50 719 11213
243 904 10000
112 408 20747
429 510 8795
214 525 4108
734 462 11745
401 752 5817
504 647 26016
840 279 27297
520 425 24782
309 477 27019
311 465 14812
820 879 18869
272 912 26779
278 113 27324
20 142 1461
618 639 9879
742 805 6442
805 552 13359
231 532 14560
651 394 30058
216 506 7524
807 585 18640
421 407 17000
774 807 15128
820 842 30120
156 41 20269
603 574 12858
49 239 5015
2 137 8054
622 32 29263
300 638 20981
417 134 9311
242 721 21084
916 273 1246
263 679 16624
660 643 14122
314 90 15509
497 913 4999
640 784 23262
414 654 792
200 897 6204
632 325 12383
198 826 29721
556 742 14607
894 918 9986
164 533 21802
671 490 28815
907 627 5039
508 275 26536
385 533 9187
307 802 29241
554 166 25009
540 12 17843
900 532 212
663 320 25577
34 909 17865
295 396 40
921 149 3263
248 783 9893
279 327 15860
157 821 29833
647 458 3148
501 67 14664
873 440 17921
41 369 2575
438 618 26806
325 501 13915
437 562 24926
749 267 14632
808 479 13745
611 490 17456
388 801 6179
143 814 27443
768 641 26781
472 552 21313
102 597 13156
807 666 11898
776 752 11505
584 798 18119
849 373 17586
813 351 31343
598 240 481
63 669 25501
651 634 17650
726 255 42
72 143 3409
567 734 8533
61 725 22114
407 270 17187
640 590 20478
878 477 14747
281 54 30183
140 241 30251
677 184 9961
316 392 4554
362 272 10140
307 857 22704
111 158 17927
165 652 23244
452 198 27288
878 292 4145
317 243 6183
64 822 31289
143 569 16159
631 642 26389
463 12 27166
130 654 627
81 924 18927
330 286 7344
205 896 17990
292 521 13349
899 475 32240
673 611 31732
378 345 19730
150 737 7055
941 348 5420
247 556 10965
240 490 31673
445 348 30750
509 34 23161
675 657 31880
19 42 26824
379 192 22624
847 130 18326
793 782 5259
298 563 8666
902 57 1835
773 765 4492
306 514 26871
39 149 32152
343 192 13832
251 417 16196
299 825 12292
312 875 7668
719 545 4325
792 852 9827
222 195 1244
638 905 7841
713 594 9979
429 110 27245
922 468 20388
311 438 11221
248 368 21756
604 520 23065
260 491 15560
137 357 32066
439 761 7297
181 568 18161
318 539 20358
472 404 29009
931 515 5298
572 651 13102
874 166 23485
102 372 17569
538 512 24630
1 820 29138
370 729 29430
722 525 8639
198 200 21596
520 458 5382
627 487 4275
179 754 1318
510 813 15755
142 363 18101
244 212 4599
641 759 12664
599 934 27879
684 493 26472
883 376 17429
614 564 12286
860 227 31556
679 106 3940
439 811 5820
248 431 6493
4 469 27983
896 183 19969
126 798 15683
349 434 8858
697 763 9465
183 284 17228
234 70 19249
714 650 10832
215 515 19495
636 502 28640
797 538 6159
163 530 16944
670 780 9368
378 313 22273
281 363 30321
648 860 28856
441 926 26902
156 801 20218
237 436 2626
244 437 10039
626 879 11231
127 740 7096
276 865 19023
261 351 10240
77 633 24149
7 585 12198
416 918 30998
538 212 22765
507 449 28133
134 867 11977
470 76 8400
927 743 15894
753 418 8756
328 169 4127
255 223 24252
459 122 6354
139 18 10384
389 552 31029
150 163 2477
107 530 26351
832 660 30869
789 422 12295
660 503 32726
218 225 15917
740 303 32286
945 156 16156
135 428 10196
811 255 16383
339 751 13422
116 632 10208
868 32 28924
775 359 8580
218 440 7838
351 316 16196
929 752 24293
890 712 963
53 305 18761
639 568 4243
889 871 27705
868 511 6182
23 681 16758
827 416 25239
535 613 20664
827 20 19769
616 317 11461
460 479 15084
536 366 30348
599 861 32675
874 105 28381
318 876 31651
34 104 10963
289 583 27492
534 446 2069
337 733 30490
593 192 21865
31 123 22864
197 500 6496
553 337 5658
494 513 17398
466 152 17611
643 600 14718
440 733 27697
762 540 21560
930 731 30150
190 706 1888
654 83 22098
852 480 2450
672 724 19193
438 735 9690
266 125 32682
873 879 22996
100 235 12385
207 364 3216
891 709 26820
916 390 15691
921 54 7706
767 338 3218
592 739 20092
69 92 32656
698 838 11320
165 250 27029
905 399 22588
296 635 32469
882 546 32077
52 683 27932
667 46 25449
190 371 10851
896 497 7064
545 151 3243
616 173 15187
762 128 14423
387 215 26117
945 145 28234
426 617 18519
268 902 5477
265 543 31806
272 778 4930
240 296 24077
633 174 13883
701 115 31219
366 33 10011
320 332 13999
336 837 8981
816 856 3429
489 588 11984
440 510 18380
17 331 6561
392 127 13624
792 48 5204
49 883 23598
710 326 24852
518 754 12666
893 583 19018
627 527 7944
942 587 11405
274 442 29678
738 353 1023
653 513 1123
28 293 10153
945 338 7069
402 51 15787
327 500 15050
918 16 2406
709 701 18335
686 245 4328
786 120 4660
635 718 18748
891 849 19749
788 75 4466
187 468 1073
833 370 21113
108 596 7370
615 469 11808
183 207 18776
41 268 20957
658 194 25371
182 86 21027
348 491 10223
457 804 31093
796 380 12388
865 418 17021
329 411 26588
146 119 22204
838 520 13244
729 660 29635
746 705 6091
137 947 5871
545 741 21842
281 491 21526
603 482 4000
68 613 21936
196 28 15353
64 489 17758
286 855 7716
409 124 2293
156 651 542
673 307 29654
34 531 21884
192 872 4738
397 125 18709
371 470 3257
442 399 16216
14 521 9685
484 278 19683
843 644 12626
530 247 29847
57 616 3479
337 510 14131
408 813 14956
574 611 21222
769 193 28134
780 245 26962
365 763 1460
724 188 17145
510 720 11268
236 34 7436
839 371 20104
607 545 27402
419 197 27453
847 286 18373
141 666 18949
518 556 152
246 285 22457
134 501 4005
740 881 8791
80 410 15582
315 353 9101
549 419 2245
605 141 21760
790 245 19751
557 493 14516
378 629 8796
664 434 1273
645 532 12796
750 311 8879
214 519 9765
845 424 8954
569 546 27608
365 501 3522
318 41 9257
164 787 31892
834 171 13102
370 111 28084
680 825 11500
332 863 10639
478 854 16315
552 896 2245
417 577 30933
639 230 29573
203 683 11021
331 27 8944
251 575 10462
173 487 5055
402 878 14932
202 390 17762
713 629 3197
523 571 25423
631 848 7015
105 51 24122
576 531 6354
435 803 22893
582 625 24857
152 334 13441
655 752 32017
352 271 29718
868 322 19133
21 293 8778
781 48 31602
271 770 8968
485 428 4741
185 414 23591
307 341 29909
313 885 21809
155 738 22703
448 25 7586
7 560 13963
181 745 26816
876 6 17465
181 549 21744
846 20 13565
419 776 14545
792 693 23238
664 345 8063
540 17 26819
892 209 19156
485 319 20992
645 465 28031
717 805 7899
608 46 10301
375 834 10857
590 398 31918
460 755 5415
541 461 11626
127 61 27780
346 917 13927
773 656 7980
295 904 31188
364 626 25636
393 263 15597
28 391 20232
234 353 28026
841 9 30227
204 407 13300
730 695 24244
845 874 24457
665 335 27622
271 524 4208
668 761 21884
356 562 31311
225 31 21023
1 680 31649
559 189 13822
61 205 21589
497 493 10343
435 735 9725
245 938 16399
203 618 7097
551 807 975
86 497 4778
475 505 3409
149 726 21698
212 520 32587
525 480 6360
118 701 10609
857 363 23055
506 595 29345
940 786 31433
66 268 17214
328 757 16777
941 406 20583
404 107 27368
479 183 10519
195 902 13095
805 888 17049
356 12 32524
403 77 29651
200 684 32509
393 737 26449
648 113 6309
134 674 6687
264 362 25219
231 333 4552
90 15 23081
419 591 7708
384 852 2342
69 293 19340
882 208 21953
678 594 12600
48 508 5140
815 832 4611
850 871 24879
825 105 27212
518 784 13635
40 190 3104
568 43 15106
538 219 27127
80 751 10690
302 402 13411
525 725 27901
739 97 2361
928 639 8004
274 270 13077
660 903 6084
194 796 28242
423 603 20713
257 112 25796
1 676 5064
316 580 9180
126 508 26446
941 636 18685
901 507 4980
120 667 3623
765 554 26584
854 593 21833
495 867 12951
261 10 23252
898 24 16189
381 182 26729
388 819 7956
757 300 18100
141 223 13139
128 299 22997
136 868 18120
161 352 21986
285 167 18459
773 243 24945
232 432 14012
496 925 23071
106 783 25616
546 602 21393
622 746 6027
876 405 25453
622 831 16300
452 343 27951
943 152 29461
50 341 30446
536 710 27707
925 869 11370
447 732 12132
80 145 10237
326 28 32228
573 947 28994
401 352 27358
499 108 28557
944 522 9460
25 766 25234
843 174 18946
180 327 18446
600 906 16809
756 491 23869
928 136 7880
269 461 11114
850 312 5743
883 689 19133
313 145 18747
821 705 18821
753 194 28662
853 943 25418
398 520 7047
348 510 15141
32 696 22468
715 899 21606
652 66 6391
637 599 30125
625 185 27192
517 135 8701
70 451 26354
927 714 12416
742 813 13346
856 143 5866
108 98 32311
701 304 951
71 360 1695
90 117 15562
548 49 6236
907 895 11271
634 923 23866
662 709 26372
651 204 5508
527 839 8172
533 840 12864
824 605 7448
70 221 22111
651 484 25114
341 44 23907
91 799 28711
191 901 18023
285 710 15652
421 568 22674
21 496 1987
524 298 4696
802 369 21613
39 584 1815
830 658 29176
469 167 27662
944 645 27138
51 553 23703
824 666 12660
814 646 15514
886 706 8818
858 454 29406
287 33 13159
853 718 20032
210 267 25498
346 491 7959
69 634 26552
434 500 30977
502 76 28605
539 136 5200
864 91 4931
759 734 3464
265 232 28069
537 7 9897
757 846 17788
478 498 319
847 101 21338
222 188 22902
612 924 27089
52 605 27029
180 127 29987
758 32 6836
647 275 4926
2 845 21134
718 213 29885
295 223 22449
446 629 24112
839 583 15499
890 488 3290
287 100 22262
711 117 1182
184 862 16308
408 560 7943
497 888 25448
863 101 363
194 128 23710
519 11 4012
559 640 24023
173 719 21424
344 663 6312
2 104 7266
475 755 3661
563 478 9918
786 2 30076
353 627 13577
146 466 24147
901 454 25951
76 856 9075
19 579 20510
361 927 25512
879 419 19417
814 193 16815
155 363 30668
524 184 4089
412 421 12059
225 695 27769
303 163 5683
86 333 13537
259 452 24875
526 24 13788
345 108 3320
881 367 6179
555 236 24270
527 719 25730
795 145 25613
523 423 28033
351 610 15668
365 590 22328
141 476 18215
916 176 14555
651 250 22044
863 519 26930
584 707 14636
215 875 5076
834 69 22360
615 652 4801
209 938 32565
806 106 808
819 352 5134
865 334 3109
827 792 13048
637 477 10584
809 601 19149
61 448 9378
856 364 14347
524 901 4467
650 219 21000
109 370 24934
339 589 2301
693 351 23842
246 741 19666
593 82 15802
328 652 693
739 387 8697
35 293 25564
741 162 30828
395 168 18954
840 760 509
885 70 16043
904 163 6779
128 497 10146
794 755 19312
279 673 14621
939 569 8964
222 945 30223
378 357 11236
824 895 4382
16 347 1132
455 362 32294
86 856 17022
538 62 2213
704 765 24270
263 236 23970
245 96 7561
195 664 14325
55 469 9126
674 89 21498
392 556 28479
68 590 3089
879 476 3775
65 628 4479
157 456 1491
531 319 11648
536 648 8281
122 879 25785
661 286 21186
10 941 19266
276 428 1182
645 228 25089
320 277 3418
269 924 1554
52 759 5191
897 493 24930
529 892 15498
367 90 30684
221 73 23178
149 380 28333
891 33 32236
705 258 31516
586 744 30701
116 78 24441
608 147 24001
1 600 13434
652 434 19442
784 132 29242
67 657 11794
630 255 9570
248 831 31875
109 378 12984
372 635 24667
799 664 4192
693 698 26112
185 364 3588
877 908 10543
462 185 2692
391 569 8298
904 64 13814
145 91 26369
634 616 29982
874 235 24911
864 47 26481
316 149 28575
807 910 10933
701 536 20447
96 47 1664
856 907 19218
753 817 13404
626 797 29057
135 811 13812
26 776 11143
382 390 5744
626 486 16290
47 133 11097
447 153 21854
149 578 27218
441 103 12996
528 382 8856
715 5 12070
874 829 7999
76 317 32421
85 121 11065
422 226 23122
536 291 11248
904 725 4660
41 702 3475
268 705 28056
179 156 2160
931 464 13181
309 275 26855
788 769 6135
646 65 3036
723 469 27863
751 565 16314
125 443 28822
710 812 20826
633 898 2863
378 862 30534
785 81 27725
98 665 12044
178 816 29500
349 507 5361
589 348 24824
621 31 26833
339 881 1451
864 270 8830
715 590 27864
419 874 5497
441 213 1940
394 416 21942
377 80 13915
177 618 12897
124 146 23649
836 613 31978
713 106 25716
917 274 16827
106 868 25541
745 320 25954
345 112 24886
458 67 5149
415 175 18429
100 930 27398
944 812 17079
651 635 2381
798 837 14410
920 324 7498
428 741 30243
290 207 21578
137 841 19374
258 386 9566
478 162 2335
403 109 3741
183 876 2021
64 143 22934
679 873 11616
793 168 9953
927 811 18598
714 770 10774
278 77 21130
322 273 30352
890 628 795
561 45 21186
541 802 29261
101 290 2832
290 282 8605
587 781 32357
445 838 27325
254 45 28157
409 682 29620
87 791 18207
498 282 754
437 48 30904
32 294 28237
451 849 16404
593 819 4632
891 361 5353
302 192 18561
271 421 20323
409 480 17077
496 371 18032
200 18 3329
878 941 3010
769 505 15173
924 780 28145
472 105 1438
163 19 25789
868 233 21187
309 501 11816
223 208 11544
110 639 32114
368 348 1894
623 483 25255
378 830 13163
702 889 26273
516 148 27652
917 90 8250
421 433 21414
764 810 12958
343 638 14313
680 245 19967
429 127 4422
734 648 17178
911 750 8793
688 894 20303
474 407 23632
752 56 27794
848 304 20074
728 342 3985
807 284 28353
780 195 31372
899 57 5405
763 301 27710
782 121 31048
332 649 5989
132 398 701
168 288 32217
286 158 22075
313 238 15576
744 635 7544
556 560 4986
19 413 31283
166 218 21068
274 480 19741
76 445 3954
443 714 20040
943 231 31988
434 667 14373
725 332 9980
255 509 18232
150 680 15913
521 312 24578
434 158 30277
52 359 6617
926 547 31750
168 16 2214
824 216 9374
906 131 14528
148 111 20548
18 564 14167
912 233 5376
335 428 1842
831 238 14680
458 652 21681
302 867 24256
433 4 27978
208 689 2507
446 560 15867
649 511 2706
484 420 14699
119 654 12760
907 478 20910
923 861 20419
779 95 31464
431 204 16203
553 502 17218
270 483 19890
16 939 16881
106 543 12184
707 360 16955
392 69 32143
647 435 28865
7 50 28730
169 10 16500
401 507 22616
799 316 2565
216 663 10574
119 448 25514
700 224 27920
190 348 10382
541 189 11887
654 220 28235
696 204 25408
560 801 3130
414 449 12755
68 620 11136
469 772 9650
16 266 26655
582 946 5542
621 284 10872
666 660 12652
53 128 24057
918 209 30630
259 849 21750
879 39 17643
802 254 21206
712 662 21247
786 75 11549
467 789 27553
415 790 2303
142 298 21608
151 341 15994
536 418 8624
843 917 11048
769 765 15486
323 345 3665
266 153 3046
146 691 13531
320 904 27744
143 57 5932
106 884 32764
628 83 25634
251 252 30859
611 168 7073
301 300 22795
664 390 8307
755 504 24054
905 749 23651
72 695 21582
632 771 736
699 421 13681
499 175 32140
119 426 29214
680 243 27518
475 60 314
617 224 10024
694 860 5930
260 900 20501
269 157 28896
488 609 11524
6 464 27125
848 691 12297
608 914 15566
725 878 4152
692 919 15938
175 192 21179
152 446 23980
73 372 270
403 943 84
2 173 17506
892 55 19107
534 468 15705
654 261 7198
76 252 12265
316 92 22275
630 744 28675
198 741 32651
679 759 27595
421 753 2064
853 439 30344
851 459 13953
181 783 920
826 345 17642
355 96 25355
267 404 502
434 278 22961
189 426 6075
671 520 11449
885 880 3635
467 859 32065
910 55 27682
940 136 10845
512 591 21607
526 373 28798
706 546 30432
275 259 13124
679 710 29550
154 73 23329
133 513 12992
102 609 595
483 577 3042
768 901 25890
781 121 7883
147 446 14182
934 218 27491
242 737 13752
635 781 10669
193 927 4842
519 696 4898
147 906 21136
740 460 30305
165 764 18365
794 792 26035
121 644 22103
920 578 10107
477 383 7272
363 174 1338
23 195 27622
791 280 16545
120 135 16532
364 789 8874
466 53 15800
779 643 16268
296 374 26375
566 452 22562
453 711 30472
425 763 15359
224 389 12199
326 61 1214
652 547 27878
48 791 13171
220 28 10992
225 326 8005
441 797 26624
103 314 20631
280 705 8150
621 486 26187
597 237 25007
127 505 2824
782 804 762
450 279 24199
105 74 68
413 72 6993
41 919 2833
76 922 15222
536 193 24212
256 590 32549
220 284 3728
555 781 3632
450 444 27329
151 406 2522
424 57 5787
626 476 22153
124 229 26698
936 821 15657
788 121 21296
470 204 21099
338 613 24917
297 203 26148
742 846 23694
123 594 10098
611 879 4923
671 827 14967
876 889 28139
604 908 17096
92 208 8788
133 699 29154
873 542 1367
404 741 2882
240 372 8452
400 833 6134
243 44 5354
691 576 16828
412 606 13830
699 825 4622
821 798 12596
698 730 11185
632 637 28151
463 690 5521
316 452 26853
646 53 25629
353 190 1061
214 768 7665
230 420 25451
51 848 4126
533 564 16257
96 823 5120
448 122 420
778 277 1004
531 484 3055
689 671 27021
750 213 21565
55 710 5262
191 783 817
331 195 4590
317 599 31773
743 156 7886
549 715 7280
839 633 27804
930 91 16759
489 129 17883
743 823 6548
163 41 10754
372 165 574
506 88 7212
666 773 18015
58 947 29571
104 772 2281
783 239 19892
559 423 5575
847 479 8908
270 796 18280
131 255 14156
615 722 14743
213 205 5211
499 478 12901
799 898 5980
136 251 4168
195 648 24912
557 813 14527
329 66 17355
32 471 1308
306 698 3186
400 95 4931
834 110 4393
851 735 15996
460 192 28292
319 733 26797
13 358 22299
674 300 13971
123 501 28105
491 441 478
715 535 15878
232 126 6699
361 486 19668
293 615 2653
329 800 16894
243 858 2503
683 618 7317
285 276 6419
235 793 5872
611 583 6400
751 121 7584
193 100 32066
176 811 23054
707 514 10276
183 345 7360
922 804 3015
182 525 15483
847 25 29708
285 903 5820
719 537 26768
467 801 4919
847 514 30781
364 287 12135
882 525 2143
924 829 30796
88 342 32578
5 156 18413
367 714 26304
839 673 26937
651 291 32072
594 418 16475
534 913 11335
845 658 3743
352 826 4347
553 576 12400
143 167 16654
928 545 6441
153 405 18079
890 888 9123
931 559 1902
653 893 24512
293 733 31089
760 104 9332
798 823 15101
920 56 10991
662 173 28479
590 682 8950
834 515 12231
349 41 22931
667 529 2629
21 695 668
3 520 28111
211 273 19143
233 266 11594
846 936 23363
90 383 25800
361 632 14607
424 336 11771
132 520 14721
625 753 13327
476 581 29378
620 403 29063
513 629 27180
497 105 17132
832 211 7100
514 90 3962
536 305 7468
567 237 9482
401 444 25669
539 655 5854
382 503 27524
518 837 1843
538 640 24891
28 304 20880
389 324 3230
513 433 8271
114 139 29062
192 524 8671
454 502 18134
354 530 25246
192 836 23741
420 188 22122
287 725 26442
66 858 26932
524 93 5908
829 285 4154
616 156 19680
120 918 23990
463 817 22152
762 929 5918
219 462 21143
821 687 21075
208 538 25934
804 680 14406
231 601 9490
236 308 19460
210 929 23928
687 820 2851
775 888 20321
824 169 30983
871 131 14824
854 346 14461
12 465 2833
397 37 20376
620 444 26745
37 862 8149
198 381 8055
924 946 4337
493 8 18796
217 270 30460
129 26 23608
387 349 27781
646 248 18448
345 325 16372
744 631 31516
42 329 16247
716 192 30901
239 138 12550
428 739 29972
630 642 11361
233 343 26577
364 496 27428
684 184 5768
419 911 31489
840 704 2634
946 155 2568
920 619 14780
889 101 15514
500 877 23541
669 241 126
202 263 20559
448 296 5278
597 249 8024
66 603 14651
244 807 30735
610 497 1775
469 382 12455
808 112 29255
325 114 20595
225 210 1241
550 236 20675
915 839 5657
18 864 24791
336 896 7523
484 397 7482
796 910 25591
891 216 25883
175 799 14547
724 428 22660
299 271 8621
157 600 8317
628 743 11138
1 464 32380
683 852 17010
158 666 21171
188 27 11234
296 209 24860
408 376 12055
830 514 11085
176 575 30668
525 144 18813
377 312 7025
940 536 22344
424 568 13582
399 808 22797
554 469 5384
427 121 1269
554 629 22836
238 776 10001
868 410 14079
857 561 31244
865 166 9365
585 158 22110
701 606 12102
658 638 6156
9 737 31905
838 252 8019
373 770 254
727 916 27349
322 842 12649
165 264 2586
67 632 12332
787 141 7559
727 311 31343
703 307 21790
918 593 17057
933 354 29084
596 621 13999
779 33 17359
126 473 16937
692 849 5187
575 354 15341
81 25 20884
352 837 11250
187 481 28160
406 905 16704
18 428 1297
611 559 31038
259 156 18561
806 475 12510
916 521 24474
497 600 11596
858 395 26306
355 131 27945
297 357 9462
476 836 5250
217 423 27491
308 375 21754
922 192 30552
541 286 8415
771 432 10568
135 246 4909
812 181 922
777 860 4000
446 255 14962
695 129 1388
271 407 14779
492 131 17457
479 830 31004
310 795 17983
21 116 19867
931 750 1110
282 924 14105
809 584 9812
638 414 31732
301 753 409
410 415 20332
139 703 8459
721 557 20380
322 945 23542
104 533 28201
136 653 6213
194 244 25337
337 25 2500
40 43 10890
931 564 25453
84 913 22980
677 755 20710
546 874 20309
380 612 32198
847 402 3841
179 877 15667
23 390 28012
116 482 24566
630 923 13117
888 45 16418
148 872 5301
775 569 20690
810 446 22282
644 249 26041
444 704 20268
518 517 14700
518 680 7608
207 112 19126
492 280 14917
72 585 18522
193 264 5205
365 543 16383
175 804 23175
698 94 28744
589 96 26854
684 877 18247
494 546 1381
446 531 3520
246 394 32230
329 528 21761
852 458 32095
661 760 16440
753 867 5630
173 468 905
824 609 7257
236 810 16988
285 306 5126
114 574 9104
21 288 10298
399 346 19869
85 301 2876
328 435 21960
515 84 11720
547 373 21753
202 686 7107
770 242 6609
92 53 32195
342 121 8972
634 724 22366
592 249 32354
499 28 10303
320 710 10071
656 238 10861
735 530 24251
586 181 4678
513 330 32463
758 510 1319
179 673 22857
